Series Name,Series Code,Time,Time Code,Afghanistan [AFG],Albania [ALB],Algeria [DZA],American Samoa [ASM],Andorra [AND],Angola [AGO],Antigua and Barbuda [ATG],Argentina [ARG],Armenia [ARM],Aruba [ABW],Australia [AUS],Austria [AUT],Azerbaijan [AZE],"Bahamas, The [BHS]",Bahrain [BHR],Bangladesh [BGD],Barbados [BRB],Belarus [BLR],Belgium [BEL],Belize [BLZ],Benin [BEN],Bermuda [BMU],Bhutan [BTN],Bolivia [BOL],Bosnia and Herzegovina [BIH],Botswana [BWA],Brazil [BRA],British Virgin Islands [VGB],Brunei Darussalam [BRN],Bulgaria [BGR],Burkina Faso [BFA],Burundi [BDI],Cabo Verde [CPV],Cambodia [KHM],Cameroon [CMR],Canada [CAN],Cayman Islands [CYM],Central African Republic [CAF],Chad [TCD],Channel Islands [CHI],Chile [CHL],China [CHN],Colombia [COL],Comoros [COM],"Congo, Dem. Rep. [COD]","Congo, Rep. [COG]",Costa Rica [CRI],Cote d'Ivoire [CIV],Croatia [HRV],Cuba [CUB],Curacao [CUW],Cyprus [CYP],Czech Republic [CZE],Denmark [DNK],Djibouti [DJI],Dominica [DMA],Dominican Republic [DOM],Ecuador [ECU],"Egypt, Arab Rep. [EGY]",El Salvador [SLV],Equatorial Guinea [GNQ],Eritrea [ERI],Estonia [EST],Ethiopia [ETH],Faroe Islands [FRO],Fiji [FJI],Finland [FIN],France [FRA],French Polynesia [PYF],Gabon [GAB],"Gambia, The [GMB]",Georgia [GEO],Germany [DEU],Ghana [GHA],Gibraltar [GIB],Greece [GRC],Greenland [GRL],Grenada [GRD],Guam [GUM],Guatemala [GTM],Guinea [GIN],Guinea-Bissau [GNB],Guyana [GUY],Haiti [HTI],Honduras [HND],"Hong Kong SAR, China [HKG]",Hungary [HUN],Iceland [ISL],India [IND],Indonesia [IDN],"Iran, Islamic Rep. [IRN]",Iraq [IRQ],Ireland [IRL],Isle of Man [IMN],Israel [ISR],Italy [ITA],Jamaica [JAM],Japan [JPN],Jordan [JOR],Kazakhstan [KAZ],Kenya [KEN],Kiribati [KIR],"Korea, Dem. People’s Rep. [PRK]","Korea, Rep. [KOR]",Kosovo [XKX],Kuwait [KWT],Kyrgyz Republic [KGZ],Lao PDR [LAO],Latvia [LVA],Lebanon [LBN],Lesotho [LSO],Liberia [LBR],Libya [LBY],Liechtenstein [LIE],Lithuania [LTU],Luxembourg [LUX],"Macao SAR, China [MAC]","Macedonia, FYR [MKD]",Madagascar [MDG],Malawi [MWI],Malaysia [MYS],Maldives [MDV],Mali [MLI],Malta [MLT],Marshall Islands [MHL],Mauritania [MRT],Mauritius [MUS],Mexico [MEX],"Micronesia, Fed. Sts. [FSM]",Moldova [MDA],Monaco [MCO],Mongolia [MNG],Montenegro [MNE],Morocco [MAR],Mozambique [MOZ],Myanmar [MMR],Namibia [NAM],Nauru [NRU],Nepal [NPL],Netherlands [NLD],New Caledonia [NCL],New Zealand [NZL],Nicaragua [NIC],Niger [NER],Nigeria [NGA],Northern Mariana Islands [MNP],Norway [NOR],Oman [OMN],Pakistan [PAK],Palau [PLW],Panama [PAN],Papua New Guinea [PNG],Paraguay [PRY],Peru [PER],Philippines [PHL],Poland [POL],Portugal [PRT],Puerto Rico [PRI],Qatar [QAT],Romania [ROU],Russian Federation [RUS],Rwanda [RWA],Samoa [WSM],San Marino [SMR],Sao Tome and Principe [STP],Saudi Arabia [SAU],Senegal [SEN],Serbia [SRB],Seychelles [SYC],Sierra Leone [SLE],Singapore [SGP],Sint Maarten (Dutch part) [SXM],Slovak Republic [SVK],Slovenia [SVN],Solomon Islands [SLB],Somalia [SOM],South Africa [ZAF],South Sudan [SSD],Spain [ESP],Sri Lanka [LKA],St. Kitts and Nevis [KNA],St. Lucia [LCA],St. Martin (French part) [MAF],St. Vincent and the Grenadines [VCT],Sudan [SDN],Suriname [SUR],Swaziland [SWZ],Sweden [SWE],Switzerland [CHE],Syrian Arab Republic [SYR],Tajikistan [TJK],Tanzania [TZA],Thailand [THA],Timor-Leste [TLS],Togo [TGO],Tonga [TON],Trinidad and Tobago [TTO],Tunisia [TUN],Turkey [TUR],Turkmenistan [TKM],Turks and Caicos Islands [TCA],Tuvalu [TUV],Uganda [UGA],Ukraine [UKR],United Arab Emirates [ARE],United Kingdom [GBR],United States [USA],Uruguay [URY],Uzbekistan [UZB],Vanuatu [VUT],"Venezuela, RB [VEN]",Vietnam [VNM],Virgin Islands (U.S.) [VIR],West Bank and Gaza [PSE],"Yemen, Rep. [YEM]",Zambia [ZMB],Zimbabwe [ZWE]
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1992,YR1992,..,1243.13494374291,3403.90345222401,..,34278.7114917044,2271.02950042539,10451.5243938645,7285.42942771472,949.033221222563,..,34967.5177240199,34940.2124459277,2324.4529766324,20635.6985113898,20178.4651617478,416.18052405083,12405.1228950892,2764.10203202046,34021.6578090367,3404.20680748937,610.55090183852,61913.7772348381,831.063050334133,1397.1799330787,..,4040.42667322748,7796.84183089866,..,37838.3205639022,3607.7939153346,343.64717189562,333.94321893393,1008.71436357064,..,1118.26707464494,35108.5190377962,..,414.176125115426,568.734343155584,..,6904.33044426636,888.9109848463,4472.68627561982,843.613796782855,507.716403576845,2699.572610583,5228.49571268561,1346.79807271025,..,3289.98199848669,..,22124.5271032557,12282.6065966695,45803.4000912097,1434.06827557213,4680.42865673497,2769.58319981129,3782.18856452729,1574.84393008298,2336.88218385527,635.249741831416,378.195428852938,..,163.623280621142,..,2956.49941185905,30148.4350073736,33269.1474772279,..,10835.0960766628,514.367212710209,1509.87726855989,34130.852397553,852.048912832234,..,19733.2904130851,26011.6277169031,4751.5584842333,..,2225.92106378667,391.035601617569,620.455093773564,1670.71021523122,..,1589.72823567315,20155.241830864,8546.89202612336,29421.0140160215,548.895783828094,1878.709860248,4107.16955488014,1840.43872908828,24456.0261928556,23495.7121531032,21181.4195122224,31531.6905520493,4484.60847188253,39267.1202427963,2645.81498264365,4936.9912513304,877.349813361335,1652.19231486894,..,9719.06200438635,..,..,845.709606636806,481.089180990604,..,5852.9277379749,750.48856294414,236.446997830677,..,..,..,71003.6691215862,23996.3259110775,3391.56046004572,440.137210467183,323.091772585869,5131.83120313103,..,496.813828953952,12888.8838287686,2698.82756598592,1001.02076641902,4026.89230367839,7532.60778560851,2494.30329502298,..,..,1420.64361750229,..,1741.92088835927,161.833815902723,209.265210139025,3802.63235655297,..,375.064814336827,36402.4728942336,..,23797.5898060174,1091.10155159137,343.512962369227,1304.09028331803,..,63692.1160334718,15659.7802145527,794.620985629389,10600.3691246223,4569.02862785819,1203.12462552028,2672.44972177902,2615.50888600084,1448.94271568508,5631.92385263766,17660.2951383883,20079.2350285605,..,4323.06446285646,7717.09454344013,401.340273318677,2238.39971926476,..,..,20226.8542211425,826.636671882796,..,8158.4112635336,343.50076639706,23898.8977032521,..,7675.58781197393,..,1444.47663565027,..,5587.46791093587,..,23078.3685758278,1284.44556787027,9236.65142854062,6372.35853669134,..,3752.95579081954,831.791578714057,6091.02041799621,2716.37086730431,36191.6508145688,61797.695595272,..,809.10957937717,474.644596298166,2872.79787185008,..,495.453390864247,2704.4334190627,6522.3100263153,2387.67099684045,6931.90177349009,2845.45805844167,..,2506.90670107384,308.343021068257,3263.37185713051,62821.1576884704,28245.9793727862,36566.1737698527,7576.14608928289,842.824373037109,2563.23999847502,13148.1442946352,495.445186819819,..,..,1012.15140443137,974.89385761632,1159.56452340609
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1993,YR1993,..,1370.81467508469,3259.84367977166,..,32766.1212208376,1654.53708916369,10765.6461441244,7612.68115329614,886.032785886859,..,36033.6358843432,34835.8271344289,1760.55465085842,20315.1782744708,22217.9133183868,426.309441333235,12461.3501870439,2548.29312586215,33563.0460352863,3557.4772563526,623.953655204789,63435.4731513697,861.193921466685,1428.36572409464,..,4010.787151804,8027.18938430715,..,36904.4750646566,3582.85635557714,346.037540098807,307.123481022235,1067.06634482609,316.102167852861,1001.32651384863,35648.4779876294,..,404.406949132499,464.285496348839,..,7247.05353556207,1000.61178805164,4497.98234276017,844.164635433196,422.504043286962,2600.98900592114,5459.06799046292,1298.84418910626,..,2784.725496727,..,21747.8287585854,12277.4413795281,45655.9186216693,1331.67011559108,4743.06437134149,2913.86168588916,3770.34631460448,1587.73137950583,2475.33184627642,682.164150092276,431.785457796836,..,178.608647306301,..,2977.50254445115,29782.5435266688,32922.3641167873,..,10969.7815338141,514.811052111762,1059.31042082516,33583.0060357251,869.062574711785,..,19303.6669844654,24748.5335683272,4606.02555484164,..,2259.76653521635,387.570689318918,618.488572435338,1795.10264167899,..,1641.54507858093,21040.534041779,8507.34852923977,29505.8942155551,563.749687660707,1968.12413641282,3996.64224756711,2328.06451538962,24989.3119872471,24036.5256473506,21771.9650595565,31243.6795493317,4860.75334597502,39237.3266924184,2622.15153760867,4512.62020400203,853.435578893972,1645.64990512295,..,10279.5472758828,..,..,714.762829974723,496.207531785048,..,6091.98162317114,761.642439658194,160.258822047815,..,..,..,72999.737639745,24703.2061943112,3145.56068984773,436.101667406309,353.455711818268,5500.11697032865,..,499.220412077353,13332.575437453,2822.6261450968,1031.70711176686,4181.67106303697,7685.21740256496,2631.92945789417,..,..,1363.65347324592,..,1699.40366249622,169.218234282795,219.283883020566,3631.58073836806,..,379.011950668387,36604.233481752,..,25032.7043256575,1063.43461216881,336.944783365315,1298.44095341091,..,65115.6125221755,15894.1703922192,787.794111672404,9041.66393518612,4720.04406300522,1386.76048742205,2736.96752212206,2699.56253676093,1444.64777804052,5827.61534058069,17278.2992340838,20677.7937639366,..,4395.13507502533,7056.15511958363,392.326521717416,2307.36082465444,..,..,19413.7829320964,812.846761867309,..,8485.29142847674,350.165295049399,25990.3140287576,..,7791.72643171581,..,1459.86983290886,..,5517.51301769613,..,22722.186661584,1357.27286967346,9769.15991801411,6319.0744497015,..,3909.27336976102,847.276732749871,5553.55991647118,2746.21324400235,35238.7939685689,61160.3002555365,..,665.395604332221,464.533054210335,3081.75303549132,..,411.181440145464,2801.1851353106,6391.76695574542,2389.50095362151,7343.09497539568,2808.24852807561,..,2596.56033378462,323.228921951541,2797.56840598447,60133.1929559932,28884.7769248857,37078.04968394,7720.46660275118,804.938107591491,2508.61908317948,12896.4223336048,526.258351124937,..,..,1000.7158375534,1015.1113909384,1147.80890919042
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1994,YR1994,..,1493.73394623889,3164.8985771543,..,32633.886429177,1658.31009384044,11199.1897087684,7952.71155173317,956.470885584858,..,37098.7987775714,35535.5958617029,1394.74420894615,20595.6313807487,21623.0156816472,433.412344067767,12665.9964268971,2252.78306812954,34539.5020172289,3491.40076155601,615.120445612328,63374.766845423,915.409903076161,1465.80404330815,698.56429427465,4053.43604219396,8319.20902382917,..,37043.1816690002,3660.40222148562,341.155507741463,290.319817820472,1237.7397557779,333.261420390709,994.64228103726,36893.9818855308,..,412.999641512695,494.999868096875,..,7498.85208878367,1118.49955321932,4679.24177631885,777.128893757449,391.507717211764,2391.3098950934,5563.0224267937,1266.53159676387,..,2790.09867394596,..,22559.5014596853,12630.0671163192,47928.3657984931,1310.98270371835,4799.9659071767,2926.53652505226,3844.7844388671,1618.58478291278,2591.51160108299,768.866811590765,525.724216825098,..,177.994872815621,..,3085.86438143906,30822.6083597141,33569.3297542586,..,11085.1948257608,501.447273969099,958.806215864622,34289.1247492873,873.896926770508,..,19591.3995220489,26073.0269742062,4632.19840837838,..,2296.93122103367,382.604621187922,623.966289991011,1935.62507663715,..,1575.26974197792,21813.7198883851,8770.0697703441,30306.867266748,589.708787590248,2083.06368170835,3880.49082118638,2345.58667997097,26323.6840664446,24940.8621894535,22686.0865959001,31909.2372487682,4880.40981905876,39441.5707298458,2623.57206159867,4001.66928058981,849.696267547223,1653.23735332971,..,11113.5130969854,..,..,571.403996831761,523.435446182786,..,6416.32652074146,792.325438707372,124.59557706295,..,..,..,74763.8711649339,25234.9508708407,3093.88209795061,422.746160759111,315.929623949565,5858.94810639242,..,504.358537908145,13954.885988878,2957.39108413535,972.880764376935,4294.08812067804,7896.12059754569,2565.4581019457,..,..,1382.19593359384,..,1848.78323736102,172.792561798687,232.909398447749,3586.94271056905,..,399.420624239488,37461.5661613717,..,25970.3977923704,1076.04253853748,338.592437603163,1277.99292628393,..,68019.1045812106,15923.713350174,796.630568686476,9433.84875549649,4755.93386520376,1432.38130326215,2814.7661998996,2975.98055348597,1472.98295938682,6123.12529457037,17398.1273001341,21302.5941436975,..,4574.59494051867,6176.86609952928,204.77268268638,2227.64235882058,..,..,19041.0583985154,789.791445533511,..,8196.09255478744,345.244100077551,27939.6348618883,..,8242.69958720552,..,1549.49563314794,..,5564.09209568517,..,23153.205386162,1418.55576988666,10160.2542731917,6345.47597185414,..,3859.17491716474,833.417573862451,5642.08046831998,2759.14274883916,36419.4585694427,61445.1154646442,..,515.763367876143,456.893124294896,3297.86779352882,..,461.577031662488,2934.1165362342,6588.39579663233,2418.18369668995,6889.59541007254,2263.55634511393,..,2852.98297728824,333.005133684099,2166.69302080634,60932.2776388942,29930.6755725684,38104.9724675631,8221.94944536616,748.247327901199,2662.60251687078,12325.100207673,563.231291719037,..,1895.37061958589,1018.88648711481,903.89152486111,1229.99231247816
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1995,YR1995,..,1702.8869351707,3223.55756040321,..,32917.7106562105,1775.89946124641,10434.5272637203,7630.02227409899,1043.54314092724,..,38078.9039470847,36427.8636986522,1216.07791710291,21170.9531347604,21910.2398805927,445.918917287425,12876.2230136338,2025.0278933113,35289.1992509297,3424.08611479284,631.171223502581,65690.9641699689,983.262475903491,1504.39678385825,866.940672136616,4237.56729946312,8547.94115970694,..,37703.791734616,3781.90374487118,350.888628789163,263.270850380452,1377.41960845303,343.472632631439,1008.67275035212,37569.4682404423,..,431.498670852939,484.758087671732,..,8051.48659005993,1227.5563802948,4841.36713468951,782.967729796268,381.717822161389,2418.42631131267,5651.68040471061,1314.11994116383,8475.13577047156,2844.12053737607,..,24030.2363034354,13424.0631855035,49122.8819343921,1249.15124129247,4895.09467489825,3032.79130059354,3847.50729154488,1661.33176493045,2724.76380657327,871.588665703865,539.926147948885,7313.74090418016,182.708878237354,..,3122.91340774269,31997.004165002,34145.7048428556,..,11342.2071049481,491.923300504439,1010.25067936499,34782.5686253047,886.47694741304,..,19909.5296030908,26899.8020031783,4690.73011318173,..,2355.89411567083,383.612479777451,637.912006473978,2024.2695417174,..,1594.35708032386,21893.6855998259,8913.10238145483,30178.0490481183,622.303683083488,2219.81105813614,3917.87047983662,2322.87384079478,28712.2347662424,25915.0184139331,23546.6195727676,32829.8833064068,4947.08225948178,40368.7051086109,2678.07425911724,3738.46947329972,861.249091026433,1630.713509805,..,12055.2312884405,..,41473.3284370398,535.043964563196,547.35992988671,5132.95272870961,6703.23022165657,804.878385531214,115.794135586346,..,..,5322.41952544427,74776.8054689525,25544.5327766388,3057.0042264058,416.938320785458,364.608505668198,6275.11575654621,..,495.698185992357,14736.8776237922,3172.68613643065,1038.26413039228,4439.86281298095,7307.17697825048,2708.90801585281,1086.93603328742,..,1459.10628955376,..,1722.19330628966,170.581708907845,246.064270654205,3617.29003502938,..,403.051716748018,38438.5538435132,..,26804.8312659699,1117.04727318143,335.48074775075,1242.73804698383,..,70477.7652002427,16295.7347960108,815.335937946488,10191.0835695781,4741.12871438855,1349.93947660129,2937.57637513657,3140.77218924514,1506.58434826874,6539.91412066892,18080.5468320971,21966.8564208958,..,4911.06523181224,5919.34063407522,280.499455689479,2357.18862655285,..,..,18648.8568668051,809.847750641393,3153.38339326285,8009.79450081097,318.279425558483,29008.4995541899,..,8698.86838148239,15062.8179447925,1630.23823122705,..,5617.19063674468,..,23686.8768260751,1483.16349503315,10614.9899335319,6374.29862303497,..,4159.20225838055,860.004007511502,5617.98575579013,2835.03913319392,37686.8252706154,61329.3831234487,..,445.156247090078,459.17497299278,3530.29398493076,..,484.935502925587,3035.33065611336,6869.49812058424,2432.31251126634,7315.1778741251,2054.28248952347,..,2698.46202241507,359.764240348666,1917.45137153295,61818.2337806713,30599.7917696589,38677.7150883663,8044.64175043668,728.23518460811,2625.16277108758,12545.1973689765,606.931363538888,..,1941.38433392354,1032.52089011398,905.554641891652,1209.80124116857
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1996,YR1996,..,1869.43235035998,3297.86337455833,..,34175.3242656523,1919.2117663338,10828.2159878164,7955.12765176278,1121.88162863241,..,39065.9243827866,37251.1878988249,1219.50934895182,21782.0991621409,22220.6829070812,456.237710100466,13337.4473648905,2088.69508915172,35781.5746820223,3363.89631145811,638.076330738046,66969.933143424,1029.17766319167,1539.34488523904,1665.5953656484,4386.85153681613,8598.01495879817,..,37833.3647703949,3862.28186922653,378.915323922601,239.039632650715,1496.60967389523,351.289466072276,1031.290279859,37765.7324508268,..,404.224952083894,479.042125106108,..,8479.87527858617,1335.3626511459,4862.06805227931,751.923934702502,367.434632780743,2452.13763259287,5585.13867711528,1372.79020147253,9322.35321077227,3051.68284217739,..,23965.5255684289,14015.2905246018,50262.2255029854,1173.00539525705,5040.16119334617,3193.75764509513,3832.76268967717,1711.46506057622,2741.52601659487,1398.89266070311,584.953704958787,7817.60463830299,199.005021700008,..,3235.35729998179,33059.0966943048,34497.2850624851,..,11459.4580434804,488.883488099551,1152.09155715752,34965.6908864708,904.337547466582,..,20389.3180153866,27262.4138468824,4872.62176047133,..,2371.31183042631,387.848312471193,698.435192903997,2182.21826923565,757.057605890913,1606.97984437211,21835.034100535,8928.92425413627,31451.8158407223,656.697143960797,2357.95935142443,4098.51272324836,2500.00608345664,31075.829340504,27771.5415882469,24350.9490802348,33242.8518868463,4894.09917051564,41514.8624950739,2650.80923437099,3814.49932695407,871.429953614735,1633.61624530499,..,12847.770996661,..,41185.0399212941,564.531454061683,572.855346791467,5313.55498716078,6961.33173978234,837.604454544952,122.856110468139,..,..,5639.23688820173,74790.0675957683,24928.25937397,3083.60699032172,412.808337480976,383.517887258826,6729.52394040616,..,517.086960734825,15193.4620113725,2824.43558387623,1066.51937842288,4640.25302541719,7603.70898136384,2605.52973480235,1025.10658557064,..,1479.78785581382,..,1907.78644656958,209.861657003139,258.595068629155,3620.88906120815,..,414.70096924618,39626.2926643833,..,27341.0756274366,1165.5383672502,334.845581243757,1272.72925005516,..,73647.1324936543,16548.9730507851,833.747102628096,10972.4022761555,4834.64911284334,1417.22829796354,2916.51674552311,3175.5356197658,1558.71385863696,6930.73471396384,18642.5393181553,22350.3045821732,..,5115.83282212049,5714.55123720316,306.575546007101,2509.80198526192,..,..,18744.7805139653,805.202189548839,3233.09601989711,8281.28009926578,323.291930953538,29951.0196044356,..,9267.02702559816,15602.2228975631,1610.48050076902,..,5750.36487809063,..,24219.3275848937,1528.0254093567,11114.8983137404,6472.72533570241,..,4214.56844612545,886.475755707185,5609.78063006232,2881.07525630609,38198.0195514511,61426.1499424655,..,365.437726504682,466.8130068329,3688.93420348057,..,512.879838620492,3026.41118987628,7339.93224684604,2566.12858735552,7731.17650951051,2151.27256388421,..,2530.46887392669,380.338645116833,1741.08871439694,62294.1289653605,31299.8998377832,39681.5198579033,8432.62114245025,726.584152399542,2630.53036580676,12265.3092111554,653.085384784221,..,1878.92685293753,1041.7035135761,935.529938599595,1312.20354720657
